nom,total,libres,occupation_pct,heure,jour_semaine,minute
Bonnac,163,0,100.0,12,1,59
Bastide Niel,248,0,100.0,12,1,59
P4 Belcier -  Gare Saint Jean,600,0,100.0,12,1,59
Grand Parc,341,126,63.05,12,1,59
Parc Relais Quarante Journaux,200,185,7.5,12,1,59
Gare Parempuyre,151,0,100.0,12,1,59
Parc Relais Cantinolle,620,533,14.03,12,1,59
Parc Relais De L'Hippodrome,250,58,76.8,12,1,59
Centre Commercant Ginko,930,805,13.44,12,1,59
Parc Relais La Gardette Nord,242,66,72.73,12,1,59
Parc Relais Gare De Begles,193,193,0.0,12,1,59
Begles Les Secheries,400,232,42.0,12,1,59
Parc Relais Gare De Blanquefort,206,2,99.03,12,1,59
Victor Hugo,634,257,59.46,12,1,59
Victoire,466,244,47.64,12,1,59
Tourny,950,245,74.21,12,1,59
Front Du Medoc,70,70,0.0,12,1,59
Centre Commercial Meriadeck,1230,753,38.78,12,1,59
Huit Mai 45,399,102,74.44,12,1,59
Gambetta,438,50,88.58,12,1,59
Capucins,270,0,100.0,12,1,59
Camille Jullian,338,194,42.6,12,1,59
Republique,361,117,67.59,12,1,59
Grands Hommes,415,148,64.34,12,1,59
Bourse - Jaures,1300,779,40.08,12,1,59
Salinieres,400,98,75.5,12,1,59
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,12,1,59
Leroy,137,0,100.0,12,1,59
Rue De Begles,63,0,100.0,12,1,59
P3 Belcier - Gare Saint Jean,767,0,100.0,12,1,59
Parc Relais Ravezies Le Bouscat,366,39,89.34,12,1,59
Liberation,137,32,76.64,12,1,59
Laharpe,80,9,88.75,12,1,59
Parc Relais Gare De Bruges ,57,46,19.3,12,1,59
Parc Relais Floirac Dravemont,52,52,0.0,12,1,59
Floirac Arena,962,948,1.46,12,1,59
Parc Relais Le Haillan Rostand,204,137,32.84,12,1,59
Parc Relais La Gardette Sud,151,106,29.8,12,1,59
Parc Relais Lauriers,149,69,53.69,12,1,59
Parc Relais Buttiniere,600,5,99.17,12,1,59
Aeroport P0 Confort,341,0,100.0,12,1,59
Aeroport Pr Express,108,0,100.0,12,1,59
Parc Relais Arlac,393,385,2.04,12,1,59
Parc Relais Quatre Chemins,396,217,45.2,12,1,59
Aeroport P4 Longue Duree,3427,0,100.0,12,1,59
Aeroport P2 Flexi,3377,0,100.0,12,1,59
Aeroport P1 Proxi,375,0,100.0,12,1,59
Pessac Centre,400,244,39.0,12,1,59
Parc Relais Bougnard,168,168,0.0,12,1,59
Parc Relais Unitec,218,0,100.0,12,1,59
Parc Relais Gare De Pessac Alouette,148,101,31.76,12,1,59
Parc Relais Arts Et Metiers,590,593,-0.51,12,1,59
Talence 7e Art,321,0,100.0,12,1,59
Parc Relais Cap Metiers,146,132,9.59,12,1,59
Ars - Belcier,225,134,40.44,12,1,59
Bordeaux Bastide,158,0,100.0,12,1,59
Parc Relais Les Pins,220,200,9.09,12,1,59
Parc Relais Villenave Pyrenees,399,166,58.4,12,1,59
Gare Blanquefort,151,0,100.0,12,1,59
Cite Mondiale,842,220,73.87,12,1,59
Gare Saint Jean,267,12,95.51,12,1,59
Porte De Bordeaux,344,91,73.55,12,1,59
Megarama,526,0,100.0,12,1,59
Allees De Chartres,415,46,88.92,12,1,59
Parc Relais Stalingrad,120,4,96.67,12,1,59
Parc Relais Galin,279,0,100.0,12,1,59
Bergonie,69,43,37.68,12,1,59
Beaujon,92,19,79.35,12,1,59
Paludate - Saint Jean,566,127,77.56,12,1,59
Parc Relais Les Aubiers,234,232,0.85,12,1,59
Croix De Seguey,51,0,100.0,12,1,59
Lhote,111,0,100.0,12,1,59
Alsace Lorraine,122,0,100.0,12,1,59
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,12,1,59
Les Bassins,274,127,53.65,12,1,59
Pey Berland - Saint Christoly,399,97,75.69,12,1,59
Bassins A Flots,250,132,47.2,12,1,59
Brienne,300,171,43.0,12,1,59
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,12,1,59
Merignac Centre,285,202,29.12,12,1,59
P3 Belcier Arret Minute - Gare Saint Jean,103,5,95.15,12,1,59
Amedee St Germain,639,255,60.09,12,1,59
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,12,1,59
Parking Brazza Yespark,444,0,100.0,12,1,59
Belvedere,400,348,13.0,12,1,59
Parc Relais Lycee Sud Medoc,117,0,100.0,12,1,59
Saint Jean Armagnac,496,0,100.0,12,1,59
Amplitude,396,146,63.13,12,1,59
Parc Relais Brandenburg,211,0,100.0,13,1,1
Bord'Eau Village,540,256,52.59,13,1,1
Clemenceau,379,208,45.12,13,1,1
Meunier - Saint Jean,323,115,64.4,13,1,1
Bonnac,163,0,100.0,13,1,1
Bastide Niel,248,0,100.0,13,1,1
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,1
Grand Parc,341,124,63.64,13,1,1
Parc Relais Quarante Journaux,200,185,7.5,13,1,1
Gare Parempuyre,151,0,100.0,13,1,1
Parc Relais Cantinolle,620,533,14.03,13,1,1
Parc Relais De L'Hippodrome,250,58,76.8,13,1,1
Centre Commercant Ginko,930,804,13.55,13,1,1
Parc Relais La Gardette Nord,242,66,72.73,13,1,1
Parc Relais Gare De Begles,193,193,0.0,13,1,1
Begles Les Secheries,400,232,42.0,13,1,1
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,1
Victor Hugo,634,256,59.62,13,1,1
Victoire,466,243,47.85,13,1,1
Tourny,950,245,74.21,13,1,1
Front Du Medoc,70,70,0.0,13,1,1
Centre Commercial Meriadeck,1230,752,38.86,13,1,1
Huit Mai 45,399,102,74.44,13,1,1
Gambetta,438,49,88.81,13,1,1
Capucins,270,0,100.0,13,1,1
Camille Jullian,338,194,42.6,13,1,1
Republique,361,115,68.14,13,1,1
Grands Hommes,415,148,64.34,13,1,1
Bourse - Jaures,1300,779,40.08,13,1,1
Salinieres,400,97,75.75,13,1,1
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,1
Leroy,137,0,100.0,13,1,1
Rue De Begles,63,0,100.0,13,1,1
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,1
Parc Relais Ravezies Le Bouscat,366,40,89.07,13,1,1
Liberation,137,33,75.91,13,1,1
Laharpe,80,10,87.5,13,1,1
Parc Relais Gare De Bruges ,57,46,19.3,13,1,1
Parc Relais Floirac Dravemont,52,52,0.0,13,1,1
Floirac Arena,962,948,1.46,13,1,1
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,1
Parc Relais La Gardette Sud,151,106,29.8,13,1,1
Parc Relais Lauriers,149,69,53.69,13,1,1
Parc Relais Buttiniere,600,5,99.17,13,1,1
Aeroport P0 Confort,341,0,100.0,13,1,1
Aeroport Pr Express,108,0,100.0,13,1,1
Parc Relais Arlac,393,385,2.04,13,1,1
Parc Relais Quatre Chemins,396,216,45.45,13,1,1
Aeroport P4 Longue Duree,3427,0,100.0,13,1,1
Aeroport P2 Flexi,3377,0,100.0,13,1,1
Aeroport P1 Proxi,375,0,100.0,13,1,1
Pessac Centre,400,244,39.0,13,1,1
Parc Relais Bougnard,168,168,0.0,13,1,1
Parc Relais Unitec,218,0,100.0,13,1,1
Parc Relais Gare De Pessac Alouette,148,100,32.43,13,1,1
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,1
Talence 7e Art,321,0,100.0,13,1,1
Parc Relais Cap Metiers,146,132,9.59,13,1,1
Ars - Belcier,225,134,40.44,13,1,1
Bordeaux Bastide,158,0,100.0,13,1,1
Parc Relais Les Pins,220,200,9.09,13,1,1
Parc Relais Villenave Pyrenees,399,165,58.65,13,1,1
Gare Blanquefort,151,0,100.0,13,1,1
Cite Mondiale,842,219,73.99,13,1,1
Gare Saint Jean,267,13,95.13,13,1,1
Porte De Bordeaux,344,90,73.84,13,1,1
Megarama,526,0,100.0,13,1,1
Allees De Chartres,415,46,88.92,13,1,1
Parc Relais Stalingrad,120,3,97.5,13,1,1
Parc Relais Galin,279,0,100.0,13,1,1
Bergonie,69,43,37.68,13,1,1
Beaujon,92,19,79.35,13,1,1
Paludate - Saint Jean,566,129,77.21,13,1,1
Parc Relais Les Aubiers,234,232,0.85,13,1,1
Croix De Seguey,51,0,100.0,13,1,1
Lhote,111,0,100.0,13,1,1
Alsace Lorraine,122,0,100.0,13,1,1
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,1
Les Bassins,274,126,54.01,13,1,1
Pey Berland - Saint Christoly,399,95,76.19,13,1,1
Bassins A Flots,250,133,46.8,13,1,1
Brienne,300,171,43.0,13,1,1
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,1
Merignac Centre,285,202,29.12,13,1,1
P3 Belcier Arret Minute - Gare Saint Jean,103,2,98.06,13,1,1
Amedee St Germain,639,254,60.25,13,1,1
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,1
Parking Brazza Yespark,444,0,100.0,13,1,1
Belvedere,400,348,13.0,13,1,1
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,1
Saint Jean Armagnac,496,0,100.0,13,1,1
Amplitude,396,146,63.13,13,1,1
Parc Relais Brandenburg,211,0,100.0,13,1,3
Bord'Eau Village,540,256,52.59,13,1,3
Clemenceau,379,208,45.12,13,1,3
Meunier - Saint Jean,323,115,64.4,13,1,3
Bonnac,163,0,100.0,13,1,3
Bastide Niel,248,0,100.0,13,1,3
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,3
Grand Parc,341,124,63.64,13,1,3
Parc Relais Quarante Journaux,200,185,7.5,13,1,3
Gare Parempuyre,151,0,100.0,13,1,3
Parc Relais Cantinolle,620,533,14.03,13,1,3
Parc Relais De L'Hippodrome,250,58,76.8,13,1,3
Centre Commercant Ginko,930,804,13.55,13,1,3
Parc Relais La Gardette Nord,242,66,72.73,13,1,3
Parc Relais Gare De Begles,193,193,0.0,13,1,3
Begles Les Secheries,400,232,42.0,13,1,3
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,3
Victor Hugo,634,256,59.62,13,1,3
Victoire,466,243,47.85,13,1,3
Tourny,950,245,74.21,13,1,3
Front Du Medoc,70,70,0.0,13,1,3
Centre Commercial Meriadeck,1230,752,38.86,13,1,3
Huit Mai 45,399,102,74.44,13,1,3
Gambetta,438,49,88.81,13,1,3
Capucins,270,0,100.0,13,1,3
Camille Jullian,338,194,42.6,13,1,3
Republique,361,115,68.14,13,1,3
Grands Hommes,415,148,64.34,13,1,3
Bourse - Jaures,1300,779,40.08,13,1,3
Salinieres,400,97,75.75,13,1,3
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,3
Leroy,137,0,100.0,13,1,3
Rue De Begles,63,0,100.0,13,1,3
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,3
Parc Relais Ravezies Le Bouscat,366,40,89.07,13,1,3
Liberation,137,33,75.91,13,1,3
Laharpe,80,10,87.5,13,1,3
Parc Relais Gare De Bruges ,57,46,19.3,13,1,3
Parc Relais Floirac Dravemont,52,52,0.0,13,1,3
Floirac Arena,962,948,1.46,13,1,3
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,3
Parc Relais La Gardette Sud,151,106,29.8,13,1,3
Parc Relais Lauriers,149,69,53.69,13,1,3
Parc Relais Buttiniere,600,5,99.17,13,1,3
Aeroport P0 Confort,341,0,100.0,13,1,3
Aeroport Pr Express,108,0,100.0,13,1,3
Parc Relais Arlac,393,385,2.04,13,1,3
Parc Relais Quatre Chemins,396,216,45.45,13,1,3
Aeroport P4 Longue Duree,3427,0,100.0,13,1,3
Aeroport P2 Flexi,3377,0,100.0,13,1,3
Aeroport P1 Proxi,375,0,100.0,13,1,3
Pessac Centre,400,244,39.0,13,1,3
Parc Relais Bougnard,168,168,0.0,13,1,3
Parc Relais Unitec,218,0,100.0,13,1,3
Parc Relais Gare De Pessac Alouette,148,100,32.43,13,1,3
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,3
Talence 7e Art,321,0,100.0,13,1,3
Parc Relais Cap Metiers,146,132,9.59,13,1,3
Ars - Belcier,225,134,40.44,13,1,3
Bordeaux Bastide,158,0,100.0,13,1,3
Parc Relais Les Pins,220,200,9.09,13,1,3
Parc Relais Villenave Pyrenees,399,165,58.65,13,1,3
Gare Blanquefort,151,0,100.0,13,1,3
Cite Mondiale,842,219,73.99,13,1,3
Gare Saint Jean,267,13,95.13,13,1,3
Porte De Bordeaux,344,90,73.84,13,1,3
Megarama,526,0,100.0,13,1,3
Allees De Chartres,415,46,88.92,13,1,3
Parc Relais Stalingrad,120,3,97.5,13,1,3
Parc Relais Galin,279,0,100.0,13,1,3
Bergonie,69,43,37.68,13,1,3
Beaujon,92,19,79.35,13,1,3
Paludate - Saint Jean,566,129,77.21,13,1,3
Parc Relais Les Aubiers,234,232,0.85,13,1,3
Croix De Seguey,51,0,100.0,13,1,3
Lhote,111,0,100.0,13,1,3
Alsace Lorraine,122,0,100.0,13,1,3
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,3
Les Bassins,274,126,54.01,13,1,3
Pey Berland - Saint Christoly,399,95,76.19,13,1,3
Bassins A Flots,250,133,46.8,13,1,3
Brienne,300,171,43.0,13,1,3
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,3
Merignac Centre,285,202,29.12,13,1,3
P3 Belcier Arret Minute - Gare Saint Jean,103,2,98.06,13,1,3
Amedee St Germain,639,254,60.25,13,1,3
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,3
Parking Brazza Yespark,444,0,100.0,13,1,3
Belvedere,400,348,13.0,13,1,3
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,3
Saint Jean Armagnac,496,0,100.0,13,1,3
Amplitude,396,146,63.13,13,1,3
Parc Relais Brandenburg,211,0,100.0,13,1,5
Bord'Eau Village,540,255,52.78,13,1,5
Clemenceau,379,210,44.59,13,1,5
Meunier - Saint Jean,323,115,64.4,13,1,5
Bonnac,163,0,100.0,13,1,5
Bastide Niel,248,0,100.0,13,1,5
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,5
Grand Parc,341,125,63.34,13,1,5
Parc Relais Quarante Journaux,200,185,7.5,13,1,5
Gare Parempuyre,151,0,100.0,13,1,5
Parc Relais Cantinolle,620,533,14.03,13,1,5
Parc Relais De L'Hippodrome,250,57,77.2,13,1,5
Centre Commercant Ginko,930,804,13.55,13,1,5
Parc Relais La Gardette Nord,242,66,72.73,13,1,5
Parc Relais Gare De Begles,193,193,0.0,13,1,5
Begles Les Secheries,300,294,2.0,13,1,5
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,5
Victor Hugo,634,258,59.31,13,1,5
Victoire,466,243,47.85,13,1,5
Tourny,950,234,75.37,13,1,5
Front Du Medoc,70,70,0.0,13,1,5
Centre Commercial Meriadeck,1230,751,38.94,13,1,5
Huit Mai 45,399,102,74.44,13,1,5
Gambetta,438,50,88.58,13,1,5
Capucins,270,0,100.0,13,1,5
Camille Jullian,338,193,42.9,13,1,5
Republique,361,114,68.42,13,1,5
Grands Hommes,415,149,64.1,13,1,5
Bourse - Jaures,1300,779,40.08,13,1,5
Salinieres,400,97,75.75,13,1,5
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,5
Leroy,137,0,100.0,13,1,5
Rue De Begles,63,0,100.0,13,1,5
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,5
Parc Relais Ravezies Le Bouscat,366,41,88.8,13,1,5
Liberation,137,33,75.91,13,1,5
Laharpe,80,10,87.5,13,1,5
Parc Relais Gare De Bruges ,57,46,19.3,13,1,5
Parc Relais Floirac Dravemont,52,52,0.0,13,1,5
Floirac Arena,962,948,1.46,13,1,5
Parc Relais Le Haillan Rostand,204,138,32.35,13,1,5
Parc Relais La Gardette Sud,151,107,29.14,13,1,5
Parc Relais Lauriers,149,68,54.36,13,1,5
Parc Relais Buttiniere,600,5,99.17,13,1,5
Aeroport P0 Confort,341,0,100.0,13,1,5
Aeroport Pr Express,108,0,100.0,13,1,5
Parc Relais Arlac,393,385,2.04,13,1,5
Parc Relais Quatre Chemins,396,217,45.2,13,1,5
Aeroport P4 Longue Duree,3427,0,100.0,13,1,5
Aeroport P2 Flexi,3377,0,100.0,13,1,5
Aeroport P1 Proxi,375,0,100.0,13,1,5
Pessac Centre,400,247,38.25,13,1,5
Parc Relais Bougnard,168,168,0.0,13,1,5
Parc Relais Unitec,218,0,100.0,13,1,5
Parc Relais Gare De Pessac Alouette,148,100,32.43,13,1,5
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,5
Talence 7e Art,321,0,100.0,13,1,5
Parc Relais Cap Metiers,146,132,9.59,13,1,5
Ars - Belcier,225,134,40.44,13,1,5
Bordeaux Bastide,158,0,100.0,13,1,5
Parc Relais Les Pins,220,200,9.09,13,1,5
Parc Relais Villenave Pyrenees,399,163,59.15,13,1,5
Gare Blanquefort,151,0,100.0,13,1,5
Cite Mondiale,842,220,73.87,13,1,5
Gare Saint Jean,267,12,95.51,13,1,5
Porte De Bordeaux,344,90,73.84,13,1,5
Megarama,526,0,100.0,13,1,5
Allees De Chartres,415,47,88.67,13,1,5
Parc Relais Stalingrad,120,0,100.0,13,1,5
Parc Relais Galin,279,0,100.0,13,1,5
Bergonie,69,43,37.68,13,1,5
Beaujon,92,19,79.35,13,1,5
Paludate - Saint Jean,566,130,77.03,13,1,5
Parc Relais Les Aubiers,234,232,0.85,13,1,5
Croix De Seguey,51,0,100.0,13,1,5
Lhote,111,0,100.0,13,1,5
Alsace Lorraine,122,0,100.0,13,1,5
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,5
Les Bassins,274,126,54.01,13,1,5
Pey Berland - Saint Christoly,399,94,76.44,13,1,5
Bassins A Flots,250,133,46.8,13,1,5
Brienne,300,170,43.33,13,1,5
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,5
Merignac Centre,285,202,29.12,13,1,5
P3 Belcier Arret Minute - Gare Saint Jean,103,2,98.06,13,1,5
Amedee St Germain,639,253,60.41,13,1,5
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,5
Parking Brazza Yespark,444,0,100.0,13,1,5
Belvedere,400,348,13.0,13,1,5
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,5
Saint Jean Armagnac,496,0,100.0,13,1,5
Amplitude,396,145,63.38,13,1,5
Parc Relais Brandenburg,211,0,100.0,13,1,7
Bord'Eau Village,540,255,52.78,13,1,7
Clemenceau,379,210,44.59,13,1,7
Meunier - Saint Jean,323,116,64.09,13,1,7
Bonnac,163,0,100.0,13,1,7
Bastide Niel,248,0,100.0,13,1,7
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,7
Grand Parc,341,124,63.64,13,1,7
Parc Relais Quarante Journaux,200,185,7.5,13,1,7
Gare Parempuyre,151,0,100.0,13,1,7
Parc Relais Cantinolle,620,533,14.03,13,1,7
Parc Relais De L'Hippodrome,250,58,76.8,13,1,7
Centre Commercant Ginko,930,803,13.66,13,1,7
Parc Relais La Gardette Nord,242,66,72.73,13,1,7
Parc Relais Gare De Begles,193,193,0.0,13,1,7
Begles Les Secheries,300,294,2.0,13,1,7
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,7
Victor Hugo,634,256,59.62,13,1,7
Victoire,466,243,47.85,13,1,7
Tourny,950,234,75.37,13,1,7
Front Du Medoc,70,70,0.0,13,1,7
Centre Commercial Meriadeck,1230,752,38.86,13,1,7
Huit Mai 45,399,102,74.44,13,1,7
Gambetta,438,48,89.04,13,1,7
Capucins,270,0,100.0,13,1,7
Camille Jullian,338,194,42.6,13,1,7
Republique,361,110,69.53,13,1,7
Grands Hommes,415,151,63.61,13,1,7
Bourse - Jaures,1300,773,40.54,13,1,7
Salinieres,400,97,75.75,13,1,7
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,7
Leroy,137,0,100.0,13,1,7
Rue De Begles,63,0,100.0,13,1,7
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,7
Parc Relais Ravezies Le Bouscat,366,41,88.8,13,1,7
Liberation,137,33,75.91,13,1,7
Laharpe,80,10,87.5,13,1,7
Parc Relais Gare De Bruges ,57,46,19.3,13,1,7
Parc Relais Floirac Dravemont,52,52,0.0,13,1,7
Floirac Arena,962,948,1.46,13,1,7
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,7
Parc Relais La Gardette Sud,151,107,29.14,13,1,7
Parc Relais Lauriers,149,66,55.7,13,1,7
Parc Relais Buttiniere,600,4,99.33,13,1,7
Aeroport P0 Confort,341,0,100.0,13,1,7
Aeroport Pr Express,108,0,100.0,13,1,7
Parc Relais Arlac,393,385,2.04,13,1,7
Parc Relais Quatre Chemins,396,217,45.2,13,1,7
Aeroport P4 Longue Duree,3427,0,100.0,13,1,7
Aeroport P2 Flexi,3377,0,100.0,13,1,7
Aeroport P1 Proxi,375,0,100.0,13,1,7
Pessac Centre,400,248,38.0,13,1,7
Parc Relais Bougnard,168,168,0.0,13,1,7
Parc Relais Unitec,218,0,100.0,13,1,7
Parc Relais Gare De Pessac Alouette,148,98,33.78,13,1,7
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,7
Talence 7e Art,321,0,100.0,13,1,7
Parc Relais Cap Metiers,146,132,9.59,13,1,7
Ars - Belcier,225,133,40.89,13,1,7
Bordeaux Bastide,158,0,100.0,13,1,7
Parc Relais Les Pins,220,199,9.55,13,1,7
Parc Relais Villenave Pyrenees,399,163,59.15,13,1,7
Gare Blanquefort,151,0,100.0,13,1,7
Cite Mondiale,842,220,73.87,13,1,7
Gare Saint Jean,267,12,95.51,13,1,7
Porte De Bordeaux,344,89,74.13,13,1,7
Megarama,526,0,100.0,13,1,7
Allees De Chartres,415,47,88.67,13,1,7
Parc Relais Stalingrad,120,0,100.0,13,1,7
Parc Relais Galin,279,0,100.0,13,1,7
Bergonie,69,41,40.58,13,1,7
Beaujon,92,19,79.35,13,1,7
Paludate - Saint Jean,566,129,77.21,13,1,7
Parc Relais Les Aubiers,234,232,0.85,13,1,7
Croix De Seguey,51,0,100.0,13,1,7
Lhote,111,0,100.0,13,1,7
Alsace Lorraine,122,0,100.0,13,1,7
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,7
Les Bassins,274,127,53.65,13,1,7
Pey Berland - Saint Christoly,399,94,76.44,13,1,7
Bassins A Flots,250,134,46.4,13,1,7
Brienne,300,170,43.33,13,1,7
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,7
Merignac Centre,285,203,28.77,13,1,7
P3 Belcier Arret Minute - Gare Saint Jean,103,1,99.03,13,1,7
Amedee St Germain,639,252,60.56,13,1,7
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,7
Parking Brazza Yespark,444,0,100.0,13,1,7
Belvedere,400,348,13.0,13,1,7
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,7
Saint Jean Armagnac,496,0,100.0,13,1,7
Amplitude,396,146,63.13,13,1,7
Parc Relais Brandenburg,211,0,100.0,13,1,9
Bord'Eau Village,540,256,52.59,13,1,9
Clemenceau,379,212,44.06,13,1,9
Meunier - Saint Jean,323,116,64.09,13,1,9
Bonnac,163,0,100.0,13,1,9
Bastide Niel,248,0,100.0,13,1,9
P4 Belcier -  Gare Saint Jean,600,0,100.0,13,1,9
Grand Parc,341,126,63.05,13,1,9
Parc Relais Quarante Journaux,200,185,7.5,13,1,9
Gare Parempuyre,151,0,100.0,13,1,9
Parc Relais Cantinolle,620,534,13.87,13,1,9
Parc Relais De L'Hippodrome,250,58,76.8,13,1,9
Centre Commercant Ginko,930,801,13.87,13,1,9
Parc Relais La Gardette Nord,242,67,72.31,13,1,9
Parc Relais Gare De Begles,193,193,0.0,13,1,9
Begles Les Secheries,300,294,2.0,13,1,9
Parc Relais Gare De Blanquefort,206,2,99.03,13,1,9
Victor Hugo,634,256,59.62,13,1,9
Victoire,466,244,47.64,13,1,9
Tourny,950,234,75.37,13,1,9
Front Du Medoc,70,70,0.0,13,1,9
Centre Commercial Meriadeck,1230,753,38.78,13,1,9
Huit Mai 45,399,102,74.44,13,1,9
Gambetta,438,45,89.73,13,1,9
Capucins,270,0,100.0,13,1,9
Camille Jullian,338,195,42.31,13,1,9
Republique,361,110,69.53,13,1,9
Grands Hommes,415,152,63.37,13,1,9
Bourse - Jaures,1300,772,40.62,13,1,9
Salinieres,400,97,75.75,13,1,9
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,13,1,9
Leroy,137,0,100.0,13,1,9
Rue De Begles,63,0,100.0,13,1,9
P3 Belcier - Gare Saint Jean,767,0,100.0,13,1,9
Parc Relais Ravezies Le Bouscat,366,42,88.52,13,1,9
Liberation,137,34,75.18,13,1,9
Laharpe,80,12,85.0,13,1,9
Parc Relais Gare De Bruges ,57,46,19.3,13,1,9
Parc Relais Floirac Dravemont,52,52,0.0,13,1,9
Floirac Arena,962,948,1.46,13,1,9
Parc Relais Le Haillan Rostand,204,137,32.84,13,1,9
Parc Relais La Gardette Sud,151,107,29.14,13,1,9
Parc Relais Lauriers,149,66,55.7,13,1,9
Parc Relais Buttiniere,600,4,99.33,13,1,9
Aeroport P0 Confort,341,0,100.0,13,1,9
Aeroport Pr Express,108,0,100.0,13,1,9
Parc Relais Arlac,393,385,2.04,13,1,9
Parc Relais Quatre Chemins,396,217,45.2,13,1,9
Aeroport P4 Longue Duree,3427,0,100.0,13,1,9
Aeroport P2 Flexi,3377,0,100.0,13,1,9
Aeroport P1 Proxi,375,0,100.0,13,1,9
Pessac Centre,400,247,38.25,13,1,9
Parc Relais Bougnard,168,168,0.0,13,1,9
Parc Relais Unitec,218,0,100.0,13,1,9
Parc Relais Gare De Pessac Alouette,148,97,34.46,13,1,9
Parc Relais Arts Et Metiers,590,593,-0.51,13,1,9
Talence 7e Art,321,0,100.0,13,1,9
Parc Relais Cap Metiers,146,132,9.59,13,1,9
Ars - Belcier,225,133,40.89,13,1,9
Bordeaux Bastide,158,0,100.0,13,1,9
Parc Relais Les Pins,220,199,9.55,13,1,9
Parc Relais Villenave Pyrenees,399,162,59.4,13,1,9
Gare Blanquefort,151,0,100.0,13,1,9
Cite Mondiale,842,220,73.87,13,1,9
Gare Saint Jean,267,11,95.88,13,1,9
Porte De Bordeaux,344,90,73.84,13,1,9
Megarama,526,0,100.0,13,1,9
Allees De Chartres,415,48,88.43,13,1,9
Parc Relais Stalingrad,120,0,100.0,13,1,9
Parc Relais Galin,279,0,100.0,13,1,9
Bergonie,69,41,40.58,13,1,9
Beaujon,92,17,81.52,13,1,9
Paludate - Saint Jean,566,128,77.39,13,1,9
Parc Relais Les Aubiers,234,232,0.85,13,1,9
Croix De Seguey,51,0,100.0,13,1,9
Lhote,111,0,100.0,13,1,9
Alsace Lorraine,122,0,100.0,13,1,9
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,13,1,9
Les Bassins,274,128,53.28,13,1,9
Pey Berland - Saint Christoly,399,92,76.94,13,1,9
Bassins A Flots,250,134,46.4,13,1,9
Brienne,300,170,43.33,13,1,9
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,13,1,9
Merignac Centre,285,202,29.12,13,1,9
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,13,1,9
Amedee St Germain,639,253,60.41,13,1,9
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,13,1,9
Parking Brazza Yespark,444,0,100.0,13,1,9
Belvedere,400,348,13.0,13,1,9
Parc Relais Lycee Sud Medoc,117,0,100.0,13,1,9
Saint Jean Armagnac,496,0,100.0,13,1,9
Amplitude,396,146,63.13,13,1,9
Parc Relais Brandenburg,211,0,100.0,13,1,11
Bord'Eau Village,540,255,52.78,13,1,11
