nom,total,libres,occupation_pct,heure,jour_semaine,minute
Floirac Arena,962,947,1.56,14,1,0
Parc Relais Le Haillan Rostand,204,137,32.84,14,1,0
Parc Relais La Gardette Sud,151,108,28.48,14,1,0
Parc Relais Lauriers,149,61,59.06,14,1,0
Parc Relais Buttiniere,600,2,99.67,14,1,0
Aeroport P0 Confort,341,0,100.0,14,1,0
Aeroport Pr Express,108,0,100.0,14,1,0
Parc Relais Arlac,393,385,2.04,14,1,0
Parc Relais Quatre Chemins,396,218,44.95,14,1,0
Aeroport P4 Longue Duree,3427,0,100.0,14,1,0
Aeroport P2 Flexi,3377,0,100.0,14,1,0
Aeroport P1 Proxi,375,0,100.0,14,1,0
Pessac Centre,400,261,34.75,14,1,0
Parc Relais Bougnard,168,168,0.0,14,1,0
Parc Relais Unitec,218,0,100.0,14,1,0
Parc Relais Gare De Pessac Alouette,148,93,37.16,14,1,0
Parc Relais Arts Et Metiers,590,593,-0.51,14,1,0
Talence 7e Art,321,0,100.0,14,1,0
Parc Relais Cap Metiers,146,132,9.59,14,1,0
Ars - Belcier,225,125,44.44,14,1,0
Bordeaux Bastide,158,0,100.0,14,1,0
Parc Relais Les Pins,220,197,10.45,14,1,0
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,0
Gare Blanquefort,151,0,100.0,14,1,0
Cite Mondiale,842,219,73.99,14,1,0
Gare Saint Jean,267,12,95.51,14,1,0
Porte De Bordeaux,344,88,74.42,14,1,0
Megarama,526,0,100.0,14,1,0
Allees De Chartres,415,28,93.25,14,1,0
Parc Relais Stalingrad,120,2,98.33,14,1,0
Parc Relais Galin,279,1,99.64,14,1,0
Bergonie,69,29,57.97,14,1,0
Beaujon,92,17,81.52,14,1,0
Paludate - Saint Jean,566,123,78.27,14,1,0
Parc Relais Les Aubiers,234,232,0.85,14,1,0
Croix De Seguey,51,0,100.0,14,1,0
Lhote,111,0,100.0,14,1,0
Alsace Lorraine,122,0,100.0,14,1,0
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,0
Les Bassins,274,138,49.64,14,1,0
Pey Berland - Saint Christoly,399,87,78.2,14,1,0
Bassins A Flots,250,137,45.2,14,1,0
Brienne,300,168,44.0,14,1,0
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,0
Merignac Centre,285,199,30.18,14,1,0
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,0
Amedee St Germain,639,248,61.19,14,1,0
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,0
Parking Brazza Yespark,444,0,100.0,14,1,0
Belvedere,400,348,13.0,14,1,0
Parc Relais Lycee Sud Medoc,117,0,100.0,14,1,0
Saint Jean Armagnac,496,0,100.0,14,1,0
Amplitude,396,143,63.89,14,1,0
Parc Relais Brandenburg,211,0,100.0,14,1,2
Bord'Eau Village,540,257,52.41,14,1,2
Clemenceau,379,219,42.22,14,1,2
Meunier - Saint Jean,323,114,64.71,14,1,2
Bonnac,163,0,100.0,14,1,2
Bastide Niel,248,0,100.0,14,1,2
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,2
Grand Parc,341,117,65.69,14,1,2
Parc Relais Quarante Journaux,200,186,7.0,14,1,2
Gare Parempuyre,151,0,100.0,14,1,2
Parc Relais Cantinolle,620,530,14.52,14,1,2
Parc Relais De L'Hippodrome,250,60,76.0,14,1,2
Centre Commercant Ginko,930,827,11.08,14,1,2
Parc Relais La Gardette Nord,242,57,76.45,14,1,2
Parc Relais Gare De Begles,193,193,0.0,14,1,2
Begles Les Secheries,300,294,2.0,14,1,2
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,2
Victor Hugo,634,250,60.57,14,1,2
Victoire,466,239,48.71,14,1,2
Tourny,950,206,78.32,14,1,2
Front Du Medoc,70,70,0.0,14,1,2
Centre Commercial Meriadeck,1230,752,38.86,14,1,2
Huit Mai 45,399,85,78.7,14,1,2
Gambetta,438,44,89.95,14,1,2
Capucins,270,0,100.0,14,1,2
Camille Jullian,338,196,42.01,14,1,2
Republique,361,95,73.68,14,1,2
Grands Hommes,415,162,60.96,14,1,2
Bourse - Jaures,1300,749,42.38,14,1,2
Salinieres,400,97,75.75,14,1,2
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,14,1,2
Leroy,137,0,100.0,14,1,2
Rue De Begles,63,0,100.0,14,1,2
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,2
Parc Relais Ravezies Le Bouscat,366,29,92.08,14,1,2
Liberation,137,33,75.91,14,1,2
Laharpe,80,7,91.25,14,1,2
Parc Relais Gare De Bruges ,57,51,10.53,14,1,2
Parc Relais Floirac Dravemont,52,52,0.0,14,1,2
Floirac Arena,962,947,1.56,14,1,2
Parc Relais Le Haillan Rostand,204,137,32.84,14,1,2
Parc Relais La Gardette Sud,151,108,28.48,14,1,2
Parc Relais Lauriers,149,60,59.73,14,1,2
Parc Relais Buttiniere,600,3,99.5,14,1,2
Aeroport P0 Confort,341,0,100.0,14,1,2
Aeroport Pr Express,108,0,100.0,14,1,2
Parc Relais Arlac,393,385,2.04,14,1,2
Parc Relais Quatre Chemins,396,219,44.7,14,1,2
Aeroport P4 Longue Duree,3427,0,100.0,14,1,2
Aeroport P2 Flexi,3377,0,100.0,14,1,2
Aeroport P1 Proxi,375,0,100.0,14,1,2
Pessac Centre,400,259,35.25,14,1,2
Parc Relais Bougnard,168,168,0.0,14,1,2
Parc Relais Unitec,218,5,97.71,14,1,2
Parc Relais Gare De Pessac Alouette,148,93,37.16,14,1,2
Parc Relais Arts Et Metiers,590,593,-0.51,14,1,2
Talence 7e Art,321,0,100.0,14,1,2
Parc Relais Cap Metiers,146,132,9.59,14,1,2
Ars - Belcier,225,125,44.44,14,1,2
Bordeaux Bastide,158,0,100.0,14,1,2
Parc Relais Les Pins,220,198,10.0,14,1,2
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,2
Gare Blanquefort,151,0,100.0,14,1,2
Cite Mondiale,842,221,73.75,14,1,2
Gare Saint Jean,267,12,95.51,14,1,2
Porte De Bordeaux,344,90,73.84,14,1,2
Megarama,526,0,100.0,14,1,2
Allees De Chartres,415,27,93.49,14,1,2
Parc Relais Stalingrad,120,1,99.17,14,1,2
Parc Relais Galin,279,0,100.0,14,1,2
Bergonie,69,29,57.97,14,1,2
Beaujon,92,18,80.43,14,1,2
Paludate - Saint Jean,566,123,78.27,14,1,2
Parc Relais Les Aubiers,234,232,0.85,14,1,2
Croix De Seguey,51,0,100.0,14,1,2
Lhote,111,0,100.0,14,1,2
Alsace Lorraine,122,0,100.0,14,1,2
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,2
Les Bassins,274,138,49.64,14,1,2
Pey Berland - Saint Christoly,399,87,78.2,14,1,2
Bassins A Flots,250,136,45.6,14,1,2
Brienne,300,168,44.0,14,1,2
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,2
Merignac Centre,285,199,30.18,14,1,2
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,2
Amedee St Germain,639,247,61.35,14,1,2
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,2
Parking Brazza Yespark,444,0,100.0,14,1,2
Belvedere,400,348,13.0,14,1,2
Parc Relais Lycee Sud Medoc,117,0,100.0,14,1,2
Saint Jean Armagnac,496,0,100.0,14,1,2
Amplitude,396,141,64.39,14,1,2
Parc Relais Brandenburg,211,0,100.0,14,1,4
Bord'Eau Village,540,258,52.22,14,1,4
Clemenceau,379,219,42.22,14,1,4
Meunier - Saint Jean,323,114,64.71,14,1,4
Bonnac,163,0,100.0,14,1,4
Bastide Niel,248,0,100.0,14,1,4
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,4
Grand Parc,341,113,66.86,14,1,4
Parc Relais Quarante Journaux,200,186,7.0,14,1,4
Gare Parempuyre,151,0,100.0,14,1,4
Parc Relais Cantinolle,620,530,14.52,14,1,4
Parc Relais De L'Hippodrome,250,61,75.6,14,1,4
Centre Commercant Ginko,930,828,10.97,14,1,4
Parc Relais La Gardette Nord,242,57,76.45,14,1,4
Parc Relais Gare De Begles,193,193,0.0,14,1,4
Begles Les Secheries,300,294,2.0,14,1,4
Parc Relais Gare De Blanquefort,206,7,96.6,14,1,4
Victor Hugo,634,252,60.25,14,1,4
Victoire,466,238,48.93,14,1,4
Tourny,950,206,78.32,14,1,4
Front Du Medoc,70,70,0.0,14,1,4
Centre Commercial Meriadeck,1230,751,38.94,14,1,4
Huit Mai 45,399,85,78.7,14,1,4
Gambetta,438,46,89.5,14,1,4
Capucins,270,0,100.0,14,1,4
Camille Jullian,338,195,42.31,14,1,4
Republique,361,95,73.68,14,1,4
Grands Hommes,415,163,60.72,14,1,4
Bourse - Jaures,1300,735,43.46,14,1,4
Salinieres,400,98,75.5,14,1,4
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,14,1,4
Leroy,137,0,100.0,14,1,4
Rue De Begles,63,0,100.0,14,1,4
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,4
Parc Relais Ravezies Le Bouscat,366,29,92.08,14,1,4
Liberation,137,33,75.91,14,1,4
Laharpe,80,6,92.5,14,1,4
Parc Relais Gare De Bruges ,57,51,10.53,14,1,4
Parc Relais Floirac Dravemont,52,52,0.0,14,1,4
Floirac Arena,962,946,1.66,14,1,4
Parc Relais Le Haillan Rostand,204,137,32.84,14,1,4
Parc Relais La Gardette Sud,151,108,28.48,14,1,4
Parc Relais Lauriers,149,60,59.73,14,1,4
Parc Relais Buttiniere,600,2,99.67,14,1,4
Aeroport P0 Confort,341,0,100.0,14,1,4
Aeroport Pr Express,108,0,100.0,14,1,4
Parc Relais Arlac,393,385,2.04,14,1,4
Parc Relais Quatre Chemins,396,219,44.7,14,1,4
Aeroport P4 Longue Duree,3427,0,100.0,14,1,4
Aeroport P2 Flexi,3377,0,100.0,14,1,4
Aeroport P1 Proxi,375,0,100.0,14,1,4
Pessac Centre,400,259,35.25,14,1,4
Parc Relais Bougnard,168,168,0.0,14,1,4
Parc Relais Unitec,218,5,97.71,14,1,4
Parc Relais Gare De Pessac Alouette,148,90,39.19,14,1,4
Parc Relais Arts Et Metiers,590,593,-0.51,14,1,4
Talence 7e Art,321,0,100.0,14,1,4
Parc Relais Cap Metiers,146,132,9.59,14,1,4
Ars - Belcier,225,125,44.44,14,1,4
Bordeaux Bastide,158,0,100.0,14,1,4
Parc Relais Les Pins,220,198,10.0,14,1,4
Parc Relais Villenave Pyrenees,399,159,60.15,14,1,4
Gare Blanquefort,151,0,100.0,14,1,4
Cite Mondiale,842,221,73.75,14,1,4
Gare Saint Jean,267,12,95.51,14,1,4
Porte De Bordeaux,344,90,73.84,14,1,4
Megarama,526,0,100.0,14,1,4
Allees De Chartres,415,25,93.98,14,1,4
Parc Relais Stalingrad,120,1,99.17,14,1,4
Parc Relais Galin,279,0,100.0,14,1,4
Bergonie,69,29,57.97,14,1,4
Beaujon,92,18,80.43,14,1,4
Paludate - Saint Jean,566,123,78.27,14,1,4
Parc Relais Les Aubiers,234,232,0.85,14,1,4
Croix De Seguey,51,0,100.0,14,1,4
Lhote,111,0,100.0,14,1,4
Alsace Lorraine,122,0,100.0,14,1,4
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,4
Les Bassins,274,139,49.27,14,1,4
Pey Berland - Saint Christoly,399,88,77.94,14,1,4
Bassins A Flots,250,137,45.2,14,1,4
Brienne,300,168,44.0,14,1,4
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,4
Merignac Centre,285,200,29.82,14,1,4
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,4
Amedee St Germain,639,249,61.03,14,1,4
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,4
Parking Brazza Yespark,444,0,100.0,14,1,4
Belvedere,400,348,13.0,14,1,4
Parc Relais Lycee Sud Medoc,117,0,100.0,14,1,4
Saint Jean Armagnac,496,0,100.0,14,1,4
Amplitude,396,141,64.39,14,1,4
Parc Relais Brandenburg,211,0,100.0,14,1,12
Bord'Eau Village,540,256,52.59,14,1,12
Clemenceau,379,215,43.27,14,1,12
Meunier - Saint Jean,323,115,64.4,14,1,12
Bonnac,163,0,100.0,14,1,12
Bastide Niel,248,0,100.0,14,1,12
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,12
Grand Parc,341,110,67.74,14,1,12
Parc Relais Quarante Journaux,200,186,7.0,14,1,12
Gare Parempuyre,151,0,100.0,14,1,12
Parc Relais Cantinolle,620,529,14.68,14,1,12
Parc Relais De L'Hippodrome,250,60,76.0,14,1,12
Centre Commercant Ginko,930,828,10.97,14,1,12
Parc Relais La Gardette Nord,242,58,76.03,14,1,12
Parc Relais Gare De Begles,193,193,0.0,14,1,12
Begles Les Secheries,300,294,2.0,14,1,12
Parc Relais Gare De Blanquefort,206,7,96.6,14,1,12
Victor Hugo,634,257,59.46,14,1,12
Victoire,466,235,49.57,14,1,12
Tourny,950,197,79.26,14,1,12
Front Du Medoc,70,70,0.0,14,1,12
Centre Commercial Meriadeck,1230,746,39.35,14,1,12
Huit Mai 45,399,86,78.45,14,1,12
Gambetta,438,40,90.87,14,1,12
Capucins,270,0,100.0,14,1,12
Camille Jullian,338,197,41.72,14,1,12
Republique,361,93,74.24,14,1,12
Grands Hommes,415,163,60.72,14,1,12
Bourse - Jaures,1300,737,43.31,14,1,12
Salinieres,400,96,76.0,14,1,12
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,14,1,12
Leroy,137,0,100.0,14,1,12
Rue De Begles,63,0,100.0,14,1,12
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,12
Parc Relais Ravezies Le Bouscat,366,28,92.35,14,1,12
Liberation,137,34,75.18,14,1,12
Laharpe,80,6,92.5,14,1,12
Parc Relais Gare De Bruges ,57,51,10.53,14,1,12
Parc Relais Floirac Dravemont,52,52,0.0,14,1,12
Floirac Arena,962,944,1.87,14,1,12
Parc Relais Le Haillan Rostand,204,138,32.35,14,1,12
Parc Relais La Gardette Sud,151,108,28.48,14,1,12
Parc Relais Lauriers,149,62,58.39,14,1,12
Parc Relais Buttiniere,600,1,99.83,14,1,12
Aeroport P0 Confort,341,0,100.0,14,1,12
Aeroport Pr Express,108,0,100.0,14,1,12
Parc Relais Arlac,393,385,2.04,14,1,12
Parc Relais Quatre Chemins,396,217,45.2,14,1,12
Aeroport P4 Longue Duree,3427,0,100.0,14,1,12
Aeroport P2 Flexi,3377,0,100.0,14,1,12
Aeroport P1 Proxi,375,0,100.0,14,1,12
Pessac Centre,400,259,35.25,14,1,12
Parc Relais Bougnard,168,168,0.0,14,1,12
Parc Relais Unitec,218,5,97.71,14,1,12
Parc Relais Gare De Pessac Alouette,148,90,39.19,14,1,12
Parc Relais Arts Et Metiers,590,593,-0.51,14,1,12
Talence 7e Art,321,0,100.0,14,1,12
Parc Relais Cap Metiers,146,131,10.27,14,1,12
Ars - Belcier,225,195,13.33,14,1,12
Bordeaux Bastide,158,0,100.0,14,1,12
Parc Relais Les Pins,220,198,10.0,14,1,12
Parc Relais Villenave Pyrenees,399,158,60.4,14,1,12
Gare Blanquefort,151,0,100.0,14,1,12
Cite Mondiale,842,224,73.4,14,1,12
Gare Saint Jean,267,13,95.13,14,1,12
Porte De Bordeaux,344,89,74.13,14,1,12
Megarama,526,0,100.0,14,1,12
Allees De Chartres,415,26,93.73,14,1,12
Parc Relais Stalingrad,120,1,99.17,14,1,12
Parc Relais Galin,279,1,99.64,14,1,12
Bergonie,69,28,59.42,14,1,12
Beaujon,92,21,77.17,14,1,12
Paludate - Saint Jean,566,125,77.92,14,1,12
Parc Relais Les Aubiers,234,232,0.85,14,1,12
Croix De Seguey,51,0,100.0,14,1,12
Lhote,111,0,100.0,14,1,12
Alsace Lorraine,122,0,100.0,14,1,12
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,12
Les Bassins,274,140,48.91,14,1,12
Pey Berland - Saint Christoly,399,92,76.94,14,1,12
Bassins A Flots,250,133,46.8,14,1,12
Brienne,300,168,44.0,14,1,12
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,12
Merignac Centre,285,201,29.47,14,1,12
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,12
Amedee St Germain,639,249,61.03,14,1,12
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,12
Parking Brazza Yespark,444,0,100.0,14,1,12
Belvedere,400,348,13.0,14,1,12
Parc Relais Lycee Sud Medoc,117,0,100.0,14,1,12
Saint Jean Armagnac,496,0,100.0,14,1,12
Amplitude,396,141,64.39,14,1,12
Parc Relais Brandenburg,211,2,99.05,14,1,14
Bord'Eau Village,540,260,51.85,14,1,14
Clemenceau,379,213,43.8,14,1,14
Meunier - Saint Jean,323,114,64.71,14,1,14
Bonnac,163,0,100.0,14,1,14
Bastide Niel,248,0,100.0,14,1,14
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,14
Grand Parc,341,110,67.74,14,1,14
Parc Relais Quarante Journaux,200,186,7.0,14,1,14
Gare Parempuyre,151,0,100.0,14,1,14
Parc Relais Cantinolle,620,529,14.68,14,1,14
Parc Relais De L'Hippodrome,250,60,76.0,14,1,14
Centre Commercant Ginko,930,829,10.86,14,1,14
Parc Relais La Gardette Nord,242,57,76.45,14,1,14
Parc Relais Gare De Begles,193,193,0.0,14,1,14
Begles Les Secheries,300,294,2.0,14,1,14
Parc Relais Gare De Blanquefort,206,6,97.09,14,1,14
Victor Hugo,634,257,59.46,14,1,14
Victoire,466,235,49.57,14,1,14
Tourny,950,199,79.05,14,1,14
Front Du Medoc,70,70,0.0,14,1,14
Centre Commercial Meriadeck,1230,744,39.51,14,1,14
Huit Mai 45,399,85,78.7,14,1,14
Gambetta,438,38,91.32,14,1,14
Capucins,270,0,100.0,14,1,14
Camille Jullian,338,197,41.72,14,1,14
Republique,361,95,73.68,14,1,14
Grands Hommes,415,161,61.2,14,1,14
Bourse - Jaures,1300,735,43.46,14,1,14
Salinieres,400,96,76.0,14,1,14
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,14,1,14
Leroy,137,0,100.0,14,1,14
Rue De Begles,63,0,100.0,14,1,14
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,14
Parc Relais Ravezies Le Bouscat,366,29,92.08,14,1,14
Liberation,137,32,76.64,14,1,14
Laharpe,80,6,92.5,14,1,14
Parc Relais Gare De Bruges ,57,51,10.53,14,1,14
Parc Relais Floirac Dravemont,52,52,0.0,14,1,14
Floirac Arena,962,943,1.98,14,1,14
Parc Relais Le Haillan Rostand,204,138,32.35,14,1,14
Parc Relais La Gardette Sud,151,108,28.48,14,1,14
Parc Relais Lauriers,149,62,58.39,14,1,14
Parc Relais Buttiniere,600,1,99.83,14,1,14
Aeroport P0 Confort,341,0,100.0,14,1,14
Aeroport Pr Express,108,0,100.0,14,1,14
Parc Relais Arlac,393,385,2.04,14,1,14
Parc Relais Quatre Chemins,396,217,45.2,14,1,14
Aeroport P4 Longue Duree,3427,0,100.0,14,1,14
Aeroport P2 Flexi,3377,0,100.0,14,1,14
Aeroport P1 Proxi,375,0,100.0,14,1,14
Pessac Centre,400,261,34.75,14,1,14
Parc Relais Bougnard,168,168,0.0,14,1,14
Parc Relais Unitec,218,5,97.71,14,1,14
Parc Relais Gare De Pessac Alouette,148,90,39.19,14,1,14
Parc Relais Arts Et Metiers,590,593,-0.51,14,1,14
Talence 7e Art,321,0,100.0,14,1,14
Parc Relais Cap Metiers,146,131,10.27,14,1,14
Ars - Belcier,225,195,13.33,14,1,14
Bordeaux Bastide,158,0,100.0,14,1,14
Parc Relais Les Pins,220,198,10.0,14,1,14
Parc Relais Villenave Pyrenees,399,157,60.65,14,1,14
Gare Blanquefort,151,0,100.0,14,1,14
Cite Mondiale,842,226,73.16,14,1,14
Gare Saint Jean,267,13,95.13,14,1,14
Porte De Bordeaux,344,89,74.13,14,1,14
Megarama,526,0,100.0,14,1,14
Allees De Chartres,415,24,94.22,14,1,14
Parc Relais Stalingrad,120,0,100.0,14,1,14
Parc Relais Galin,279,1,99.64,14,1,14
Bergonie,69,29,57.97,14,1,14
Beaujon,92,21,77.17,14,1,14
Paludate - Saint Jean,566,126,77.74,14,1,14
Parc Relais Les Aubiers,234,232,0.85,14,1,14
Croix De Seguey,51,0,100.0,14,1,14
Lhote,111,0,100.0,14,1,14
Alsace Lorraine,122,0,100.0,14,1,14
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,14
Les Bassins,274,141,48.54,14,1,14
Pey Berland - Saint Christoly,399,94,76.44,14,1,14
Bassins A Flots,250,133,46.8,14,1,14
Brienne,300,169,43.67,14,1,14
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,14
Merignac Centre,285,200,29.82,14,1,14
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,14
Amedee St Germain,639,251,60.72,14,1,14
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,14
Parking Brazza Yespark,444,0,100.0,14,1,14
Belvedere,400,348,13.0,14,1,14
Parc Relais Lycee Sud Medoc,117,0,100.0,14,1,14
Saint Jean Armagnac,496,0,100.0,14,1,14
Amplitude,396,142,64.14,14,1,14
Parc Relais Brandenburg,211,2,99.05,14,1,16
Bord'Eau Village,540,260,51.85,14,1,16
Clemenceau,379,214,43.54,14,1,16
Meunier - Saint Jean,323,113,65.02,14,1,16
Bonnac,163,0,100.0,14,1,16
Bastide Niel,248,0,100.0,14,1,16
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,16
Grand Parc,341,108,68.33,14,1,16
Parc Relais Quarante Journaux,200,186,7.0,14,1,16
Gare Parempuyre,151,0,100.0,14,1,16
Parc Relais Cantinolle,620,529,14.68,14,1,16
Parc Relais De L'Hippodrome,250,60,76.0,14,1,16
Centre Commercant Ginko,930,829,10.86,14,1,16
Parc Relais La Gardette Nord,242,56,76.86,14,1,16
Parc Relais Gare De Begles,193,193,0.0,14,1,16
Begles Les Secheries,400,244,39.0,14,1,16
Parc Relais Gare De Blanquefort,206,5,97.57,14,1,16
Victor Hugo,634,259,59.15,14,1,16
Victoire,466,232,50.21,14,1,16
Tourny,950,199,79.05,14,1,16
Front Du Medoc,70,70,0.0,14,1,16
Centre Commercial Meriadeck,1230,745,39.43,14,1,16
Huit Mai 45,399,84,78.95,14,1,16
Gambetta,438,39,91.1,14,1,16
Capucins,270,0,100.0,14,1,16
Camille Jullian,338,196,42.01,14,1,16
Republique,361,96,73.41,14,1,16
Grands Hommes,415,164,60.48,14,1,16
Bourse - Jaures,1300,733,43.62,14,1,16
Salinieres,400,96,76.0,14,1,16
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,14,1,16
Leroy,137,0,100.0,14,1,16
Rue De Begles,63,0,100.0,14,1,16
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,16
Parc Relais Ravezies Le Bouscat,366,31,91.53,14,1,16
Liberation,137,32,76.64,14,1,16
Laharpe,80,6,92.5,14,1,16
Parc Relais Gare De Bruges ,57,51,10.53,14,1,16
Parc Relais Floirac Dravemont,52,52,0.0,14,1,16
Floirac Arena,962,943,1.98,14,1,16
Parc Relais Le Haillan Rostand,204,137,32.84,14,1,16
Parc Relais La Gardette Sud,151,108,28.48,14,1,16
Parc Relais Lauriers,149,62,58.39,14,1,16
Parc Relais Buttiniere,600,0,100.0,14,1,16
Aeroport P0 Confort,341,0,100.0,14,1,16
Aeroport Pr Express,108,0,100.0,14,1,16
Parc Relais Arlac,393,385,2.04,14,1,16
Parc Relais Quatre Chemins,396,217,45.2,14,1,16
Aeroport P4 Longue Duree,3427,0,100.0,14,1,16
Aeroport P2 Flexi,3377,0,100.0,14,1,16
Aeroport P1 Proxi,375,0,100.0,14,1,16
Pessac Centre,400,260,35.0,14,1,16
Parc Relais Bougnard,168,168,0.0,14,1,16
Parc Relais Unitec,218,5,97.71,14,1,16
Parc Relais Gare De Pessac Alouette,148,90,39.19,14,1,16
Parc Relais Arts Et Metiers,590,593,-0.51,14,1,16
Talence 7e Art,321,0,100.0,14,1,16
Parc Relais Cap Metiers,146,131,10.27,14,1,16
Ars - Belcier,225,192,14.67,14,1,16
Bordeaux Bastide,158,0,100.0,14,1,16
Parc Relais Les Pins,220,198,10.0,14,1,16
Parc Relais Villenave Pyrenees,399,158,60.4,14,1,16
Gare Blanquefort,151,0,100.0,14,1,16
Cite Mondiale,842,226,73.16,14,1,16
Gare Saint Jean,267,14,94.76,14,1,16
Porte De Bordeaux,344,91,73.55,14,1,16
Megarama,526,0,100.0,14,1,16
Allees De Chartres,415,25,93.98,14,1,16
Parc Relais Stalingrad,120,0,100.0,14,1,16
Parc Relais Galin,279,3,98.92,14,1,16
Bergonie,69,27,60.87,14,1,16
Beaujon,92,21,77.17,14,1,16
Paludate - Saint Jean,566,126,77.74,14,1,16
Parc Relais Les Aubiers,234,232,0.85,14,1,16
Croix De Seguey,51,0,100.0,14,1,16
Lhote,111,0,100.0,14,1,16
Alsace Lorraine,122,0,100.0,14,1,16
Gare Saint Jean Arret Minute P2 Sud,105,75,28.57,14,1,16
Les Bassins,274,141,48.54,14,1,16
Pey Berland - Saint Christoly,399,96,75.94,14,1,16
Bassins A Flots,250,133,46.8,14,1,16
Brienne,300,169,43.67,14,1,16
Gare Saint Jean Arret Minute P1 Nord,46,46,0.0,14,1,16
Merignac Centre,285,200,29.82,14,1,16
P3 Belcier Arret Minute - Gare Saint Jean,103,0,100.0,14,1,16
Amedee St Germain,639,251,60.72,14,1,16
"Parc Relais Caroline Aigle, Merignac",103,103,0.0,14,1,16
Parking Brazza Yespark,444,0,100.0,14,1,16
Belvedere,400,348,13.0,14,1,16
Parc Relais Lycee Sud Medoc,117,0,100.0,14,1,16
Saint Jean Armagnac,496,0,100.0,14,1,16
Amplitude,396,142,64.14,14,1,16
Parc Relais Brandenburg,211,1,99.53,14,1,21
Bord'Eau Village,540,262,51.48,14,1,21
Clemenceau,379,218,42.48,14,1,21
Meunier - Saint Jean,323,112,65.33,14,1,21
Bonnac,163,0,100.0,14,1,21
Bastide Niel,248,0,100.0,14,1,21
P4 Belcier -  Gare Saint Jean,600,0,100.0,14,1,21
Grand Parc,341,103,69.79,14,1,21
Parc Relais Quarante Journaux,200,186,7.0,14,1,21
Gare Parempuyre,151,0,100.0,14,1,21
Parc Relais Cantinolle,620,528,14.84,14,1,21
Parc Relais De L'Hippodrome,250,59,76.4,14,1,21
Centre Commercant Ginko,930,826,11.18,14,1,21
Parc Relais La Gardette Nord,242,56,76.86,14,1,21
Parc Relais Gare De Begles,193,193,0.0,14,1,21
Begles Les Secheries,300,294,2.0,14,1,21
Parc Relais Gare De Blanquefort,206,4,98.06,14,1,21
Victor Hugo,634,254,59.94,14,1,21
Victoire,466,232,50.21,14,1,21
Tourny,950,201,78.84,14,1,21
Front Du Medoc,70,70,0.0,14,1,21
Centre Commercial Meriadeck,1230,742,39.67,14,1,21
Huit Mai 45,399,85,78.7,14,1,21
Gambetta,438,40,90.87,14,1,21
Capucins,270,0,100.0,14,1,21
Camille Jullian,338,195,42.31,14,1,21
Republique,361,96,73.41,14,1,21
Grands Hommes,415,163,60.72,14,1,21
Bourse - Jaures,1300,734,43.54,14,1,21
Salinieres,400,98,75.5,14,1,21
Chu Groupe Hospitalier Pellegrin,2376,0,100.0,14,1,21
Leroy,137,0,100.0,14,1,21
Rue De Begles,63,0,100.0,14,1,21
P3 Belcier - Gare Saint Jean,767,0,100.0,14,1,21
Parc Relais Ravezies Le Bouscat,366,30,91.8,14,1,21
Liberation,137,32,76.64,14,1,21
Laharpe,80,6,92.5,14,1,21
